CustomerID,Recency,Frequency,MonetaryValue,Recency_Pct,Frequency_Pct,Monetary_Pct,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Category,Country
12346.0,326,1,77183.6,0.9624337404932012,0.00023046784973496196,0.9979257893523853,1,1,5,115,7,Hibernating,United Kingdom
12347.0,2,7,4310.000000000001,0.021663977875086424,0.8389029730352616,0.9230237381885227,5,5,5,555,15,Champions,Iceland
12348.0,75,4,1797.24,0.6167319658907583,0.6540677575478221,0.7688407467158331,2,4,4,244,10,At Risk,Finland
12349.0,19,1,1757.5500000000002,0.25973726665130215,0.00023046784973496196,0.763539986171929,4,1,4,414,9,Others,Italy
12350.0,310,1,334.40000000000003,0.9465314588614888,0.00023046784973496196,0.28647153722055774,1,1,2,112,4,Hibernating,Norway
12352.0,36,8,2506.0400000000004,0.41599446877160634,0.8718598755473611,0.8391334408849965,3,5,5,355,13,Loyal Customers,Norway
12353.0,204,1,89.0,0.8317584696934778,0.00023046784973496196,0.02696473841899055,1,1,1,111,3,Hibernating,Bahrain
12354.0,232,1,1079.3999999999999,0.860566950910348,0.00023046784973496196,0.642083429361604,1,1,4,114,6,Hibernating,Spain
12355.0,214,1,459.4,0.8437427978796957,0.00023046784973496196,0.38395943765844665,1,1,2,112,4,Hibernating,Bahrain
12356.0,23,3,2811.43,0.30145194745333026,0.5369900898824614,0.8631020972574326,4,3,5,435,12,Loyal Customers,Portugal
12357.0,33,1,6207.67,0.39917031574095413,0.00023046784973496196,0.9536759622032727,4,1,5,415,10,Others,Switzerland
12358.0,2,2,1168.06,0.021663977875086424,0.34454943535376814,0.6635169393869556,5,2,4,524,11,Potential Loyalist,Austria
12359.0,58,4,6310.030000000001,0.5342244756856418,0.6540677575478221,0.9552892371514173,3,4,5,345,12,Loyal Customers,Cyprus
12360.0,52,3,2662.06,0.5047245909195667,0.5369900898824614,0.8520396404701545,3,3,5,335,11,Loyal Customers,Austria
12361.0,287,1,189.89999999999998,0.9276330951832219,0.00023046784973496196,0.14035492048859183,1,1,1,111,3,Hibernating,Belgium
12362.0,3,10,5226.23,0.041484212952293154,0.9101175386033649,0.9414611661673197,5,5,5,555,15,Champions,Belgium
12363.0,110,2,552.0,0.702696473841899,0.34454943535376814,0.43558423599907814,2,2,3,223,7,Need Attention,Unspecified
12364.0,8,4,1313.1000000000001,0.11684719981562572,0.6540677575478221,0.6920949527540908,5,4,4,544,13,Champions,Belgium
12365.0,291,2,641.3799999999999,0.9322424521779212,0.34454943535376814,0.484673887992625,1,2,3,123,6,Need Attention,Cyprus
12367.0,4,1,168.89999999999998,0.06199585157870477,0.00023046784973496196,0.1175386033648306,5,1,1,511,7,New Customers,Denmark
